18	LONGEST_COMMON_SUBSEQUENCE	failcompile	return  a.charAt(0)  +  longest_common_subsequence(longest_common_subsequence(a.substring(1),  b));	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	identical	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	failcompile	if  (a.length()  >  0)  return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b);	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	failcompile	if  (a.length()  >  0)  {  return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b);  }	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	failcompile	if  (a.length()  >  b.length())  return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b);	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	failcompile	return  a.charAt(0)  +  longest_common_subsequence(longest_common_subsequence(a.substring(1),  b);	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	failcompile	if  (a.length()  ==  b.length())  return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b);	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	successcompile	if  (a  ==  b)  {  return   "   ";  }  return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b);	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	successcompile	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.toLowerCase());	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	failcompile	return  a.charAt(0)  +  longest_common_subsequence(a.substring(0,  b));	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	failcompile	char  char  =  longest_common_subsequence(a.substring(1),  b);  return  a.charAt(0)  +  char.charAt(0);	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	successcompile	return  a.charAt(1)  +  longest_common_subsequence(a.substring(1),  b);	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	failcompile	if  (a.isEmpty())  {  return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b);  }	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	successcompile	if  (b  ==  null)  {  return   "   ";  }  return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b);	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	failcompile	return  a.length()  >  0?  longest_common_subsequence(a.substring(1),  b)  :  a.charAt(0);	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	failcompile	if  (b!=  null)  {  return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b);  }	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	successcompile	return  a.length()  >  0?  b  :  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b);	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	successcompile	return  a.charAt(0)  +  longest_common_subsequence(a.substring(2),  b);	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	successcompile	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b).toLowerCase();	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	failcompile	if  (a.length()  ==  0)  {  return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b);  }	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	successcompile	return  (a.charAt(0)  ==  b.charAt(0))  +  longest_common_subsequence(a.substring(1),  b);	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	failcompile	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1));	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
18	LONGEST_COMMON_SUBSEQUENCE	failcompile	if  (b.length()  >  0)  return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b);	return  a.charAt(0)  +  longest_common_subsequence(a.substring(1),  b.substring(1));
