1,BITCOUNT,/src/main/java/java_programs/BITCOUNT.java,15
2,BREADTH_FIRST_SEARCH,/src/main/java/java_programs/BREADTH_FIRST_SEARCH,23
3,BUCKETSORT,/src/main/java/java_programs/BUCKETSORT.java,22
4,DEPTH_FIRST_SEARCH,/src/main/java/java_programs/DEPTH_FIRST_SEARCH.java,22
5,DETECT_CYCLE,/src/main/java/java_programs/DETECT_CYCLE.java,18
6,FIND_FIRST_IN_SORTED,/src/main/java/java_programs/FIND_FIRST_IN_SORTED.java,19
7,FIND_IN_SORTED,/src/main/java/java_programs/FIND_IN_SORTED.java,20
8,FLATTEN,/src/main/java/java_programs/FLATTEN.java,21
9,GCD,/src/main/java/java_programs/GCD.java,19
10,GET_FACTORS,/src/main/java/java_programs/GET_FACTORS.java,27
11,HANOI,/src/main/java/java_programs/HANOI.java, 27
12,IS_VALID_PARENTHESIZATION,/src/main/java/java_programs/IS_VALID_PARENTHESIZATION.java,24
13,KHEAPSORT,/src/main/java/java_programs/KHEAPSORT.java,27
14,KNAPSACK,/src/main/java/java_programs/KNAPSACK.java,30
15,KTH,/src/main/java/java_programs/KTH.java,25
16,LEVENSHTEIN,/src/main/java/java_programs/LEVENSHTEIN.java,17
17,LIS,/src/main/java/java_programs/LIS.java,31
18,LONGEST_COMMON_SUBSEQUENCE,/src/main/java/java_programs/LONGEST_COMMON_SUBSEQUENCE.java,18
19,MAX_SUBLIST_SUM,/src/main/java/java_programs/MAX_SUBLIST_SUM.java,19
20,MERGESORT,/src/main/java/java_programs/MERGESORT.java,38
21,NEXT_PALINDROME,/src/main/java/java_programs/NEXT_PALINDROME.java,35
22,NEXT_PERMUTATION,/src/main/java/java_programs/NEXT_PERMUTATION.java,19
23,PASCAL,/src/main/java/java_programs/PASCAL.java,22
24,POSSIBLE_CHANGE,/src/main/java/java_programs/POSSIBLE_CHANGE.java,17
25,QUICKSORT,/src/main/java/java_programs/QUICKSORT.java,26
26,REVERSE_LINKED_LIST,/src/main/java/java_programs/REVERSE_LINKED_LIST.java,20
27,RPN_EVAL,/src/main/java/java_programs/RPN_EVAL.java,34
28,SHORTEST_PATH_LENGTH,/src/main/java/java_programs/SHORTEST_PATH_LENGTH.java,38
29,SHORTEST_PATH_LENGTHS,/src/main/java/java_programs/SHORTEST_PATH_LENGTHS.java,36
30,SHORTEST_PATHS,/src/main/java/java_programs/SHORTEST_PATHS.java,30
31,SIEVE,/src/main/java/java_programs/SIEVE.java,41
32,SQRT,/src/main/java/java_programs/SQRT.java,16
33,TO_BASE,/src/main/java/java_programs/TO_BASE.java,21
34,TOPOLOGICAL_ORDERING,/src/main/java/java_programs/TOPOLOGICAL_ORDERING.java,17
35,WRAP,/src/main/java/java_programs/WRAP.java,31
36,SUBSEQUENCES,/src/main/java/java_programs/SUBSEQUENCES.java,16
